produto_id,categoria,descricao,fornecedor,lote_minimo_compra,consumo_medio_4m,consumo_medio_6m,consumo_medio_12m,custo_aquisicao_unitario,custo_negociado_estimado,estoque_atual,prazo_reposicao_dias,nivel_servico_alvo,margem_alvo,proxima_revisao_contrato
PRODUTOS_UTILIDADES-00442,utilidades,Produto Utilidades 00442,Fornecedor_148,6,296.67,473.31,1117.29,65.2,63.25,46,28,0.945,0.359,2026-07-18
PRODUTOS_UTILIDADES-00443,utilidades,Produto Utilidades 00443,Fornecedor_133,480,1156.08,1767.28,4230.16,298.91,337.62,379,10,0.948,0.156,2026-10-09
PRODUTOS_UTILIDADES-00444,utilidades,Produto Utilidades 00444,Fornecedor_194,24,636.09,943.37,1996.55,94.84,104.81,610,56,0.921,0.381,2026-08-11
PRODUTOS_UTILIDADES-00445,utilidades,Produto Utilidades 00445,Fornecedor_133,96,142.65,207.25,463.1,251.55,236.16,163,39,0.935,0.327,2026-09-22
PRODUTOS_UTILIDADES-00446,utilidades,Produto Utilidades 00446,Fornecedor_164,48,98.84,137.39,319.43,476.66,545.91,38,90,0.985,0.23,2026-11-30
PRODUTOS_UTILIDADES-00447,utilidades,Produto Utilidades 00447,Fornecedor_104,6,40.86,51.83,100.14,1174.08,1192.51,35,10,0.979,0.191,2027-01-28
PRODUTOS_UTILIDADES-00448,utilidades,Produto Utilidades 00448,Fornecedor_066,24,700.99,943.98,1742.7,1216.75,1180.02,144,16,0.98,0.142,2026-10-29
PRODUTOS_UTILIDADES-00449,utilidades,Produto Utilidades 00449,Fornecedor_126,24,1032.87,1701.34,3995.53,1064.01,952.39,832,22,0.99,0.255,2026-11-04
PRODUTOS_UTILIDADES-00450,utilidades,Produto Utilidades 00450,Fornecedor_245,480,882.33,1415.33,2954.74,1494.85,1548.07,1273,64,0.956,0.402,2026-08-31
PRODUTOS_UTILIDADES-00451,utilidades,Produto Utilidades 00451,Fornecedor_043,6,440.79,651.19,1434.55,1279.28,1189.5,97,17,0.912,0.162,2026-11-18
PRODUTOS_UTILIDADES-00452,utilidades,Produto Utilidades 00452,Fornecedor_037,12,798.11,1117.02,2650.02,2.52,2.41,791,48,0.985,0.228,2026-05-26
PRODUTOS_UTILIDADES-00453,utilidades,Produto Utilidades 00453,Fornecedor_105,12,1085.6,1271.45,2524.34,1132.76,1235.56,994,41,0.923,0.221,2026-06-13
PRODUTOS_UTILIDADES-00454,utilidades,Produto Utilidades 00454,Fornecedor_161,120,1038.91,1608.04,2920.66,685.79,708.73,309,63,0.905,0.281,2026-07-02
PRODUTOS_UTILIDADES-00455,utilidades,Produto Utilidades 00455,Fornecedor_107,720,1073.23,1506.14,2790.3,341.79,398.36,909,22,0.988,0.084,2027-02-18
PRODUTOS_UTILIDADES-00456,utilidades,Produto Utilidades 00456,Fornecedor_077,120,358.91,591.55,1105.51,552.59,584.43,514,27,0.929,0.108,2026-10-09
PRODUTOS_UTILIDADES-00457,utilidades,Produto Utilidades 00457,Fornecedor_042,24,15.42,24.42,40.03,514.57,485.34,23,65,0.909,0.176,2027-01-28
PRODUTOS_UTILIDADES-00458,utilidades,Produto Utilidades 00458,Fornecedor_080,24,712.3,1177.0,2152.89,490.85,499.55,69,87,0.989,0.141,2026-05-10
PRODUTOS_UTILIDADES-00459,utilidades,Produto Utilidades 00459,Fornecedor_113,12,738.61,978.1,1613.65,224.69,262.39,120,9,0.934,0.385,2026-07-09
PRODUTOS_UTILIDADES-00460,utilidades,Produto Utilidades 00460,Fornecedor_164,720,565.08,885.58,1760.53,160.98,151.41,1191,20,0.919,0.163,2026-12-01
PRODUTOS_UTILIDADES-00461,utilidades,Produto Utilidades 00461,Fornecedor_081,96,1041.7,1723.06,3769.21,1331.89,1480.12,406,88,0.928,0.357,2026-08-30
PRODUTOS_UTILIDADES-00462,utilidades,Produto Utilidades 00462,Fornecedor_087,24,313.14,388.82,831.46,557.42,647.86,106,35,0.978,0.404,2026-12-15
PRODUTOS_UTILIDADES-00463,utilidades,Produto Utilidades 00463,Fornecedor_047,6,1109.61,1652.98,3296.92,1342.78,1244.18,844,21,0.924,0.15,2027-02-07
PRODUTOS_UTILIDADES-00464,utilidades,Produto Utilidades 00464,Fornecedor_043,240,1004.73,1661.11,3971.82,1201.25,1274.38,1331,35,0.952,0.149,2026-09-23
PRODUTOS_UTILIDADES-00465,utilidades,Produto Utilidades 00465,Fornecedor_167,12,532.28,767.5,1820.58,1211.69,1082.86,394,10,0.983,0.188,2026-09-27
PRODUTOS_UTILIDADES-00466,utilidades,Produto Utilidades 00466,Fornecedor_191,240,1155.31,1846.34,3504.78,274.62,257.96,248,35,0.973,0.251,2026-09-22
PRODUTOS_UTILIDADES-00467,utilidades,Produto Utilidades 00467,Fornecedor_238,240,302.49,473.59,888.94,1421.82,1271.24,89,87,0.97,0.414,2026-05-15
PRODUTOS_UTILIDADES-00468,utilidades,Produto Utilidades 00468,Fornecedor_229,240,123.04,171.55,382.03,1055.17,1157.31,283,52,0.979,0.219,2026-08-17
PRODUTOS_UTILIDADES-00469,utilidades,Produto Utilidades 00469,Fornecedor_033,720,1045.52,1668.33,3553.56,273.54,282.91,202,8,0.975,0.325,2027-03-20
PRODUTOS_UTILIDADES-00470,utilidades,Produto Utilidades 00470,Fornecedor_098,240,354.74,441.64,1031.67,207.63,194.68,354,72,0.969,0.082,2027-04-01
PRODUTOS_UTILIDADES-00471,utilidades,Produto Utilidades 00471,Fornecedor_190,24,468.43,690.83,1319.67,1004.03,1177.21,420,71,0.964,0.271,2027-01-02
PRODUTOS_UTILIDADES-00472,utilidades,Produto Utilidades 00472,Fornecedor_136,96,162.02,254.31,524.45,230.26,232.28,212,29,0.964,0.149,2026-07-15
PRODUTOS_UTILIDADES-00473,utilidades,Produto Utilidades 00473,Fornecedor_146,240,409.83,694.09,1551.3,877.76,971.25,308,42,0.917,0.174,2027-03-22
PRODUTOS_UTILIDADES-00474,utilidades,Produto Utilidades 00474,Fornecedor_090,120,1054.45,1272.91,3038.22,30.81,30.83,27,67,0.939,0.162,2026-09-28
PRODUTOS_UTILIDADES-00475,utilidades,Produto Utilidades 00475,Fornecedor_193,480,322.82,404.47,851.34,417.07,457.06,568,19,0.98,0.262,2026-12-21
PRODUTOS_UTILIDADES-00476,utilidades,Produto Utilidades 00476,Fornecedor_249,12,281.25,431.22,744.5,1445.53,1643.28,131,89,0.977,0.305,2026-11-05
PRODUTOS_UTILIDADES-00477,utilidades,Produto Utilidades 00477,Fornecedor_154,24,335.87,429.57,734.47,151.88,158.3,236,48,0.933,0.311,2026-07-07
PRODUTOS_UTILIDADES-00478,utilidades,Produto Utilidades 00478,Fornecedor_245,24,315.92,430.0,690.06,1406.81,1505.02,212,51,0.914,0.098,2026-07-30
PRODUTOS_UTILIDADES-00479,utilidades,Produto Utilidades 00479,Fornecedor_211,12,770.25,1043.94,1689.96,521.96,500.13,773,55,0.941,0.267,2026-09-03
PRODUTOS_UTILIDADES-00480,utilidades,Produto Utilidades 00480,Fornecedor_171,120,558.92,780.79,1263.2,1095.77,1105.98,352,83,0.901,0.349,2027-04-08
PRODUTOS_UTILIDADES-00481,utilidades,Produto Utilidades 00481,Fornecedor_115,6,348.98,425.46,705.45,11.1,10.5,101,47,0.93,0.384,2026-07-29
PRODUTOS_UTILIDADES-00482,utilidades,Produto Utilidades 00482,Fornecedor_045,240,1001.97,1237.11,2630.24,250.2,266.91,1132,14,0.905,0.338,2026-09-22
PRODUTOS_UTILIDADES-00483,utilidades,Produto Utilidades 00483,Fornecedor_134,240,609.36,880.54,1412.67,1135.15,1078.97,465,73,0.965,0.17,2027-01-07
PRODUTOS_UTILIDADES-00484,utilidades,Produto Utilidades 00484,Fornecedor_049,720,818.56,983.41,1866.72,231.96,269.74,19,63,0.946,0.114,2026-09-05
PRODUTOS_UTILIDADES-00485,utilidades,Produto Utilidades 00485,Fornecedor_236,6,361.32,415.97,983.46,607.66,683.52,188,35,0.922,0.397,2026-07-20
PRODUTOS_UTILIDADES-00486,utilidades,Produto Utilidades 00486,Fornecedor_126,6,722.82,843.43,1925.33,79.33,76.27,177,76,0.949,0.334,2026-12-04
PRODUTOS_UTILIDADES-00487,utilidades,Produto Utilidades 00487,Fornecedor_118,720,241.7,323.93,549.66,1086.1,1177.06,61,89,0.969,0.362,2026-07-27
PRODUTOS_UTILIDADES-00488,utilidades,Produto Utilidades 00488,Fornecedor_184,480,101.92,144.94,316.26,328.81,350.76,50,47,0.963,0.35,2026-08-31
PRODUTOS_UTILIDADES-00489,utilidades,Produto Utilidades 00489,Fornecedor_127,120,33.55,51.05,100.63,723.36,652.73,20,11,0.924,0.261,2027-03-08
PRODUTOS_UTILIDADES-00490,utilidades,Produto Utilidades 00490,Fornecedor_052,12,1071.37,1796.56,3741.61,1127.99,1219.38,1161,74,0.911,0.277,2026-10-14
PRODUTOS_UTILIDADES-00491,utilidades,Produto Utilidades 00491,Fornecedor_028,720,889.34,1144.98,2348.66,1227.12,1278.27,3,35,0.946,0.24,2026-07-13
PRODUTOS_UTILIDADES-00492,utilidades,Produto Utilidades 00492,Fornecedor_021,480,345.65,490.27,788.25,1006.69,1185.0,844,32,0.976,0.169,2026-07-28
PRODUTOS_UTILIDADES-00493,utilidades,Produto Utilidades 00493,Fornecedor_042,96,1093.36,1562.01,2540.64,744.94,671.94,856,36,0.968,0.333,2026-09-27
PRODUTOS_UTILIDADES-00494,utilidades,Produto Utilidades 00494,Fornecedor_108,720,35.89,48.74,94.03,1244.99,1382.78,716,75,0.955,0.383,2026-08-29
PRODUTOS_UTILIDADES-00495,utilidades,Produto Utilidades 00495,Fornecedor_158,24,258.18,397.36,741.69,1212.76,1260.0,24,71,0.985,0.292,2027-04-13
PRODUTOS_UTILIDADES-00496,utilidades,Produto Utilidades 00496,Fornecedor_195,480,538.56,829.43,1639.7,896.69,802.45,530,13,0.946,0.409,2026-05-10
PRODUTOS_UTILIDADES-00497,utilidades,Produto Utilidades 00497,Fornecedor_211,12,1115.55,1667.69,3204.32,538.54,499.06,54,20,0.901,0.405,2026-07-29
PRODUTOS_UTILIDADES-00498,utilidades,Produto Utilidades 00498,Fornecedor_248,720,636.23,852.94,2009.69,349.82,324.14,1353,56,0.969,0.266,2026-09-23
PRODUTOS_UTILIDADES-00499,utilidades,Produto Utilidades 00499,Fornecedor_097,720,602.89,847.54,1785.37,1373.23,1459.47,698,57,0.984,0.316,2026-12-27
PRODUTOS_UTILIDADES-00500,utilidades,Produto Utilidades 00500,Fornecedor_106,48,788.45,1262.41,2954.13,926.99,1037.27,543,22,0.987,0.348,2026-12-04
PRODUTOS_UTILIDADES-00501,utilidades,Produto Utilidades 00501,Fornecedor_034,720,365.51,614.3,1220.56,802.14,921.31,464,14,0.959,0.1,2026-09-23
PRODUTOS_UTILIDADES-00502,utilidades,Produto Utilidades 00502,Fornecedor_089,720,1128.45,1341.78,2719.54,1315.09,1199.52,995,53,0.951,0.265,2026-05-02
PRODUTOS_UTILIDADES-00503,utilidades,Produto Utilidades 00503,Fornecedor_234,24,81.61,132.99,241.46,30.94,33.48,64,63,0.956,0.379,2027-04-18
PRODUTOS_UTILIDADES-00504,utilidades,Produto Utilidades 00504,Fornecedor_076,96,972.8,1476.77,2882.72,11.04,11.73,1016,81,0.967,0.354,2026-11-22
PRODUTOS_UTILIDADES-00505,utilidades,Produto Utilidades 00505,Fornecedor_099,120,117.28,153.89,366.74,43.59,50.44,176,55,0.92,0.265,2026-05-15
PRODUTOS_UTILIDADES-00506,utilidades,Produto Utilidades 00506,Fornecedor_158,480,122.74,155.23,310.13,1396.23,1528.4,0,60,0.964,0.289,2027-04-14
PRODUTOS_UTILIDADES-00507,utilidades,Produto Utilidades 00507,Fornecedor_246,12,375.96,500.2,815.13,1127.47,1176.78,179,89,0.973,0.212,2026-08-19
PRODUTOS_UTILIDADES-00508,utilidades,Produto Utilidades 00508,Fornecedor_088,240,863.55,1295.3,2526.82,1177.31,1078.86,73,34,0.975,0.177,2026-12-13
PRODUTOS_UTILIDADES-00509,utilidades,Produto Utilidades 00509,Fornecedor_209,12,527.68,653.22,1141.77,1405.88,1569.12,550,36,0.952,0.353,2027-02-11
PRODUTOS_UTILIDADES-00510,utilidades,Produto Utilidades 00510,Fornecedor_081,12,1057.52,1756.4,2970.39,112.79,112.89,289,30,0.91,0.25,2027-02-06
PRODUTOS_UTILIDADES-00511,utilidades,Produto Utilidades 00511,Fornecedor_091,48,723.57,1222.42,2353.12,1422.51,1665.31,413,78,0.924,0.175,2027-04-21
PRODUTOS_UTILIDADES-00512,utilidades,Produto Utilidades 00512,Fornecedor_126,24,1036.02,1374.38,2762.71,94.97,102.34,696,81,0.932,0.216,2026-08-19
PRODUTOS_UTILIDADES-00513,utilidades,Produto Utilidades 00513,Fornecedor_028,24,1001.62,1535.78,2792.32,212.63,224.57,1111,78,0.953,0.174,2026-12-04
PRODUTOS_UTILIDADES-00514,utilidades,Produto Utilidades 00514,Fornecedor_009,480,968.75,1522.29,3497.63,419.61,472.19,567,85,0.954,0.325,2026-12-24
PRODUTOS_UTILIDADES-00515,utilidades,Produto Utilidades 00515,Fornecedor_003,24,520.89,698.39,1599.89,23.95,26.01,481,83,0.955,0.289,2027-01-24
PRODUTOS_UTILIDADES-00516,utilidades,Produto Utilidades 00516,Fornecedor_122,240,711.91,1006.66,2151.8,672.74,756.84,972,90,0.971,0.184,2026-08-10
PRODUTOS_UTILIDADES-00517,utilidades,Produto Utilidades 00517,Fornecedor_045,96,860.93,1058.89,1885.61,517.81,547.0,388,11,0.972,0.37,2026-05-03
PRODUTOS_UTILIDADES-00518,utilidades,Produto Utilidades 00518,Fornecedor_091,120,623.9,802.17,1847.8,394.81,352.58,469,66,0.902,0.103,2026-11-20
PRODUTOS_UTILIDADES-00519,utilidades,Produto Utilidades 00519,Fornecedor_108,480,526.92,865.79,1588.45,1159.6,1160.46,359,49,0.946,0.206,2026-06-29
PRODUTOS_UTILIDADES-00520,utilidades,Produto Utilidades 00520,Fornecedor_059,720,731.39,938.34,1680.36,1169.48,1334.64,906,30,0.919,0.4,2026-05-30
PRODUTOS_UTILIDADES-00521,utilidades,Produto Utilidades 00521,Fornecedor_208,480,940.96,1142.69,2122.24,118.11,137.04,215,32,0.942,0.376,2027-04-09
PRODUTOS_UTILIDADES-00522,utilidades,Produto Utilidades 00522,Fornecedor_196,48,977.45,1383.71,2747.59,463.16,468.7,17,12,0.923,0.185,2026-12-24
PRODUTOS_UTILIDADES-00523,utilidades,Produto Utilidades 00523,Fornecedor_054,12,921.05,1365.97,2298.19,283.84,263.32,134,60,0.953,0.318,2026-08-23
PRODUTOS_UTILIDADES-00524,utilidades,Produto Utilidades 00524,Fornecedor_183,48,491.28,749.62,1688.75,1188.74,1230.21,352,52,0.914,0.238,2026-08-28
PRODUTOS_UTILIDADES-00525,utilidades,Produto Utilidades 00525,Fornecedor_164,24,377.05,604.91,980.44,165.7,149.33,64,71,0.933,0.319,2027-04-17
PRODUTOS_UTILIDADES-00526,utilidades,Produto Utilidades 00526,Fornecedor_203,720,595.06,864.36,1570.34,250.88,277.61,160,24,0.971,0.192,2027-03-18
PRODUTOS_UTILIDADES-00527,utilidades,Produto Utilidades 00527,Fornecedor_048,96,827.14,1324.42,2718.88,734.52,757.61,984,65,0.967,0.246,2026-08-17
PRODUTOS_UTILIDADES-00528,utilidades,Produto Utilidades 00528,Fornecedor_083,48,284.9,345.21,789.32,448.95,509.29,46,58,0.946,0.243,2026-10-03
PRODUTOS_UTILIDADES-00529,utilidades,Produto Utilidades 00529,Fornecedor_156,240,232.43,313.08,676.37,649.8,695.69,351,87,0.94,0.374,2027-02-27
PRODUTOS_UTILIDADES-00530,utilidades,Produto Utilidades 00530,Fornecedor_033,720,1160.88,1971.27,4290.56,940.57,915.26,497,80,0.936,0.169,2027-03-28
PRODUTOS_UTILIDADES-00531,utilidades,Produto Utilidades 00531,Fornecedor_010,240,1165.25,1700.17,2882.2,1122.93,1293.55,528,32,0.926,0.133,2026-07-29
PRODUTOS_UTILIDADES-00532,utilidades,Produto Utilidades 00532,Fornecedor_025,120,63.47,97.78,214.48,1001.68,990.18,119,8,0.962,0.322,2026-06-02
PRODUTOS_UTILIDADES-00533,utilidades,Produto Utilidades 00533,Fornecedor_064,240,897.86,1163.17,2735.86,1466.09,1347.06,369,12,0.914,0.163,2026-10-23
PRODUTOS_UTILIDADES-00534,utilidades,Produto Utilidades 00534,Fornecedor_073,240,472.51,692.46,1204.87,1141.21,1310.6,653,83,0.932,0.327,2026-05-10
PRODUTOS_UTILIDADES-00535,utilidades,Produto Utilidades 00535,Fornecedor_234,48,240.26,324.43,644.38,71.04,78.28,68,86,0.948,0.316,2026-09-15
PRODUTOS_UTILIDADES-00536,utilidades,Produto Utilidades 00536,Fornecedor_038,24,500.74,601.3,1232.27,430.88,481.44,154,85,0.979,0.138,2027-01-05
PRODUTOS_UTILIDADES-00537,utilidades,Produto Utilidades 00537,Fornecedor_249,480,1078.25,1425.42,2796.99,1380.74,1501.99,374,61,0.918,0.219,2026-08-30
PRODUTOS_UTILIDADES-00538,utilidades,Produto Utilidades 00538,Fornecedor_138,720,477.09,757.4,1773.26,1273.82,1473.69,974,59,0.92,0.138,2026-11-07
PRODUTOS_UTILIDADES-00539,utilidades,Produto Utilidades 00539,Fornecedor_154,6,54.87,75.05,126.05,1410.06,1289.6,61,6,0.919,0.417,2027-04-22
PRODUTOS_UTILIDADES-00540,utilidades,Produto Utilidades 00540,Fornecedor_240,6,147.51,205.41,360.97,902.88,1023.17,130,57,0.971,0.29,2026-10-30
PRODUTOS_UTILIDADES-00541,utilidades,Produto Utilidades 00541,Fornecedor_165,12,161.02,243.05,422.9,68.12,73.02,147,5,0.913,0.131,2027-03-24
PRODUTOS_UTILIDADES-00542,utilidades,Produto Utilidades 00542,Fornecedor_221,720,776.69,1309.1,3078.47,1443.48,1523.84,99,37,0.981,0.104,2026-09-06
PRODUTOS_UTILIDADES-00543,utilidades,Produto Utilidades 00543,Fornecedor_162,6,344.35,550.0,1249.51,739.53,771.44,327,38,0.941,0.185,2026-12-14
PRODUTOS_UTILIDADES-00544,utilidades,Produto Utilidades 00544,Fornecedor_066,48,347.15,445.99,1004.25,1334.85,1272.45,201,79,0.912,0.307,2027-02-09
PRODUTOS_UTILIDADES-00545,utilidades,Produto Utilidades 00545,Fornecedor_021,480,21.36,34.58,81.14,763.72,839.84,191,28,0.917,0.217,2026-07-16
PRODUTOS_UTILIDADES-00546,utilidades,Produto Utilidades 00546,Fornecedor_089,720,733.08,1132.22,2209.93,436.19,490.19,56,66,0.985,0.285,2027-03-28
PRODUTOS_UTILIDADES-00547,utilidades,Produto Utilidades 00547,Fornecedor_074,120,801.39,1205.63,2024.22,131.51,146.1,647,57,0.935,0.084,2026-05-15
PRODUTOS_UTILIDADES-00548,utilidades,Produto Utilidades 00548,Fornecedor_067,6,1169.56,1630.49,3620.19,1424.03,1422.12,1139,18,0.922,0.166,2026-12-27
PRODUTOS_UTILIDADES-00549,utilidades,Produto Utilidades 00549,Fornecedor_057,96,213.08,264.37,531.31,456.63,532.61,124,84,0.904,0.403,2026-12-06
PRODUTOS_UTILIDADES-00550,utilidades,Produto Utilidades 00550,Fornecedor_085,480,1194.13,1554.38,3559.81,1251.78,1274.86,59,51,0.906,0.174,2026-07-18
PRODUTOS_UTILIDADES-00551,utilidades,Produto Utilidades 00551,Fornecedor_136,6,571.72,971.09,2079.7,1464.01,1708.94,527,14,0.934,0.225,2026-11-21
PRODUTOS_UTILIDADES-00552,utilidades,Produto Utilidades 00552,Fornecedor_230,720,889.85,1146.14,2090.98,813.48,787.4,692,84,0.959,0.12,2027-01-08
PRODUTOS_UTILIDADES-00553,utilidades,Produto Utilidades 00553,Fornecedor_027,96,95.44,141.31,295.94,1197.8,1284.85,189,30,0.94,0.109,2027-02-15
PRODUTOS_UTILIDADES-00554,utilidades,Produto Utilidades 00554,Fornecedor_228,240,790.4,1062.12,2503.92,727.13,854.43,172,34,0.903,0.347,2026-06-18
PRODUTOS_UTILIDADES-00555,utilidades,Produto Utilidades 00555,Fornecedor_191,6,405.23,600.05,1344.24,615.09,600.56,20,69,0.937,0.116,2026-11-22
PRODUTOS_UTILIDADES-00556,utilidades,Produto Utilidades 00556,Fornecedor_120,120,618.62,833.92,1537.44,161.09,167.49,764,42,0.903,0.331,2026-09-17
PRODUTOS_UTILIDADES-00557,utilidades,Produto Utilidades 00557,Fornecedor_078,24,177.06,254.23,606.13,557.32,615.58,174,31,0.937,0.296,2026-10-12
PRODUTOS_UTILIDADES-00558,utilidades,Produto Utilidades 00558,Fornecedor_250,480,387.77,634.45,1083.1,569.52,609.69,414,29,0.963,0.261,2026-12-19
PRODUTOS_UTILIDADES-00559,utilidades,Produto Utilidades 00559,Fornecedor_229,24,189.03,309.11,530.84,139.55,135.16,62,66,0.901,0.086,2026-07-23
PRODUTOS_UTILIDADES-00560,utilidades,Produto Utilidades 00560,Fornecedor_102,720,780.66,1054.79,1869.28,626.79,735.84,527,66,0.956,0.239,2026-05-14
PRODUTOS_UTILIDADES-00561,utilidades,Produto Utilidades 00561,Fornecedor_205,120,1012.23,1419.3,2290.05,5.29,5.27,862,59,0.976,0.25,2026-09-20
PRODUTOS_UTILIDADES-00562,utilidades,Produto Utilidades 00562,Fornecedor_002,6,883.1,1369.3,2355.74,145.89,139.29,828,89,0.981,0.368,2027-03-15
PRODUTOS_UTILIDADES-00563,utilidades,Produto Utilidades 00563,Fornecedor_180,240,856.0,1194.1,2247.01,188.07,172.86,1169,75,0.979,0.323,2026-08-27
PRODUTOS_UTILIDADES-00564,utilidades,Produto Utilidades 00564,Fornecedor_118,6,990.4,1387.83,2832.5,271.58,262.15,149,58,0.958,0.17,2026-12-29
PRODUTOS_UTILIDADES-00565,utilidades,Produto Utilidades 00565,Fornecedor_198,120,964.82,1266.94,2268.62,996.83,908.19,951,38,0.957,0.333,2027-03-15
PRODUTOS_UTILIDADES-00566,utilidades,Produto Utilidades 00566,Fornecedor_130,24,17.87,25.32,52.63,459.32,535.4,4,66,0.935,0.302,2026-07-07
PRODUTOS_UTILIDADES-00567,utilidades,Produto Utilidades 00567,Fornecedor_150,240,964.21,1121.52,1981.77,738.01,781.24,564,71,0.923,0.407,2026-12-03
PRODUTOS_UTILIDADES-00568,utilidades,Produto Utilidades 00568,Fornecedor_107,24,420.66,639.43,1137.76,737.16,768.56,347,66,0.925,0.115,2026-05-03
PRODUTOS_UTILIDADES-00569,utilidades,Produto Utilidades 00569,Fornecedor_091,480,56.49,86.9,186.13,1352.63,1408.63,125,70,0.903,0.399,2026-12-15
PRODUTOS_UTILIDADES-00570,utilidades,Produto Utilidades 00570,Fornecedor_195,96,367.59,471.75,813.77,1433.76,1442.06,447,22,0.979,0.397,2026-06-03
PRODUTOS_UTILIDADES-00571,utilidades,Produto Utilidades 00571,Fornecedor_019,48,829.62,1056.59,1898.81,196.89,222.41,26,57,0.964,0.385,2026-09-15
PRODUTOS_UTILIDADES-00572,utilidades,Produto Utilidades 00572,Fornecedor_235,24,166.46,226.23,407.68,597.71,624.98,67,51,0.939,0.297,2026-10-18
PRODUTOS_UTILIDADES-00573,utilidades,Produto Utilidades 00573,Fornecedor_170,6,1118.62,1695.58,3027.66,331.78,382.75,494,69,0.97,0.149,2026-08-26
PRODUTOS_UTILIDADES-00574,utilidades,Produto Utilidades 00574,Fornecedor_026,48,406.78,591.73,1099.09,1059.37,1217.95,269,5,0.977,0.277,2026-09-04
PRODUTOS_UTILIDADES-00575,utilidades,Produto Utilidades 00575,Fornecedor_027,720,1144.42,1586.58,2734.13,1187.6,1057.67,1362,38,0.937,0.282,2026-10-05
PRODUTOS_UTILIDADES-00576,utilidades,Produto Utilidades 00576,Fornecedor_147,240,1033.3,1359.67,2851.33,636.6,668.49,1198,53,0.921,0.235,2027-03-02
PRODUTOS_UTILIDADES-00577,utilidades,Produto Utilidades 00577,Fornecedor_061,48,1056.58,1279.07,2681.08,444.7,513.78,621,37,0.923,0.327,2027-04-22
PRODUTOS_UTILIDADES-00578,utilidades,Produto Utilidades 00578,Fornecedor_222,48,463.22,539.91,917.59,1245.67,1230.96,248,33,0.936,0.08,2026-05-29
PRODUTOS_UTILIDADES-00579,utilidades,Produto Utilidades 00579,Fornecedor_192,12,910.47,1321.77,2124.69,977.56,955.9,442,8,0.906,0.381,2026-11-19
PRODUTOS_UTILIDADES-00580,utilidades,Produto Utilidades 00580,Fornecedor_044,96,472.73,669.04,1221.46,1376.55,1406.29,237,24,0.976,0.299,2026-12-25
PRODUTOS_UTILIDADES-00581,utilidades,Produto Utilidades 00581,Fornecedor_116,480,702.03,1106.53,2604.61,791.36,854.59,398,84,0.916,0.368,2027-03-15
PRODUTOS_UTILIDADES-00582,utilidades,Produto Utilidades 00582,Fornecedor_218,96,562.6,932.62,1712.25,574.33,600.0,653,7,0.976,0.354,2027-04-13
PRODUTOS_UTILIDADES-00583,utilidades,Produto Utilidades 00583,Fornecedor_046,48,1068.67,1758.46,3174.21,671.06,757.25,405,81,0.985,0.144,2026-05-14
PRODUTOS_UTILIDADES-00584,utilidades,Produto Utilidades 00584,Fornecedor_049,24,419.26,559.91,953.08,689.91,620.88,357,55,0.921,0.174,2026-12-16
PRODUTOS_UTILIDADES-00585,utilidades,Produto Utilidades 00585,Fornecedor_085,24,900.43,1469.76,2718.63,1292.23,1271.09,565,58,0.983,0.273,2026-12-24
PRODUTOS_UTILIDADES-00586,utilidades,Produto Utilidades 00586,Fornecedor_107,240,843.81,1004.2,1820.73,996.59,928.16,208,23,0.923,0.115,2027-03-11
PRODUTOS_UTILIDADES-00587,utilidades,Produto Utilidades 00587,Fornecedor_063,96,229.44,265.96,532.06,501.55,589.49,332,51,0.917,0.1,2026-06-12
PRODUTOS_UTILIDADES-00588,utilidades,Produto Utilidades 00588,Fornecedor_128,480,690.89,1102.16,1766.69,1205.13,1227.83,225,89,0.975,0.265,2026-12-24
PRODUTOS_UTILIDADES-00589,utilidades,Produto Utilidades 00589,Fornecedor_085,48,705.34,821.28,1932.14,674.52,666.59,760,38,0.928,0.114,2026-12-27
PRODUTOS_UTILIDADES-00590,utilidades,Produto Utilidades 00590,Fornecedor_175,6,711.64,941.19,1604.0,193.81,182.81,256,83,0.937,0.173,2026-12-29
PRODUTOS_UTILIDADES-00591,utilidades,Produto Utilidades 00591,Fornecedor_051,24,592.07,772.67,1320.84,833.16,749.1,33,56,0.976,0.174,2027-04-24
PRODUTOS_UTILIDADES-00592,utilidades,Produto Utilidades 00592,Fornecedor_106,48,1008.27,1620.91,3195.25,767.05,691.28,478,75,0.915,0.412,2026-11-28
PRODUTOS_UTILIDADES-00593,utilidades,Produto Utilidades 00593,Fornecedor_078,6,592.08,735.7,1347.75,736.27,714.8,379,28,0.933,0.37,2026-06-25
PRODUTOS_UTILIDADES-00594,utilidades,Produto Utilidades 00594,Fornecedor_029,720,353.78,594.39,1186.49,17.25,19.69,312,88,0.959,0.286,2027-01-14
PRODUTOS_UTILIDADES-00595,utilidades,Produto Utilidades 00595,Fornecedor_032,240,393.56,550.24,1269.14,1486.82,1357.68,31,72,0.957,0.343,2027-03-26
PRODUTOS_UTILIDADES-00596,utilidades,Produto Utilidades 00596,Fornecedor_014,12,281.21,345.08,766.38,25.01,25.27,129,48,0.951,0.176,2026-08-16
PRODUTOS_UTILIDADES-00597,utilidades,Produto Utilidades 00597,Fornecedor_235,480,1167.57,1504.72,3142.83,806.09,761.4,401,83,0.912,0.23,2026-12-02
PRODUTOS_UTILIDADES-00598,utilidades,Produto Utilidades 00598,Fornecedor_250,48,348.09,462.13,1068.48,1030.28,1010.96,99,48,0.908,0.084,2027-02-21
