produto_id,categoria,descricao,fornecedor,lote_minimo_compra,consumo_medio_4m,consumo_medio_6m,consumo_medio_12m,custo_aquisicao_unitario,custo_negociado_estimado,estoque_atual,prazo_reposicao_dias,nivel_servico_alvo,margem_alvo,proxima_revisao_contrato
PRODUTOS_LIMPEZA-00969,limpeza,Produto Limpeza 00969,Fornecedor_208,48,991.23,1254.34,2343.55,797.59,770.26,146,80,0.933,0.162,2027-01-24
PRODUTOS_LIMPEZA-00970,limpeza,Produto Limpeza 00970,Fornecedor_247,6,469.43,592.09,1356.65,884.68,998.22,212,40,0.978,0.232,2026-11-24
PRODUTOS_LIMPEZA-00971,limpeza,Produto Limpeza 00971,Fornecedor_046,6,787.77,920.04,2120.03,1035.58,1184.06,307,55,0.908,0.142,2026-08-22
PRODUTOS_LIMPEZA-00972,limpeza,Produto Limpeza 00972,Fornecedor_016,12,333.96,398.7,899.54,956.4,987.03,363,43,0.931,0.204,2026-12-29
PRODUTOS_LIMPEZA-00973,limpeza,Produto Limpeza 00973,Fornecedor_187,6,932.76,1485.4,3223.87,1052.01,1199.64,525,26,0.903,0.35,2027-02-21
PRODUTOS_LIMPEZA-00974,limpeza,Produto Limpeza 00974,Fornecedor_065,48,925.25,1408.79,2662.64,1427.83,1392.45,474,26,0.931,0.193,2027-01-24
PRODUTOS_LIMPEZA-00975,limpeza,Produto Limpeza 00975,Fornecedor_135,12,286.4,408.22,680.09,1246.18,1165.26,7,81,0.98,0.315,2026-09-26
PRODUTOS_LIMPEZA-00976,limpeza,Produto Limpeza 00976,Fornecedor_213,12,368.79,577.1,1337.86,1226.05,1211.1,247,79,0.949,0.41,2026-12-28
PRODUTOS_LIMPEZA-00977,limpeza,Produto Limpeza 00977,Fornecedor_206,48,1157.68,1906.45,4071.35,924.95,1072.91,881,43,0.932,0.328,2026-05-08
PRODUTOS_LIMPEZA-00978,limpeza,Produto Limpeza 00978,Fornecedor_220,720,1002.57,1301.65,3121.12,384.27,390.57,1406,63,0.937,0.304,2026-09-08
PRODUTOS_LIMPEZA-00979,limpeza,Produto Limpeza 00979,Fornecedor_004,480,826.87,1178.4,2206.66,1310.76,1197.53,1298,82,0.961,0.091,2026-05-02
PRODUTOS_LIMPEZA-00980,limpeza,Produto Limpeza 00980,Fornecedor_127,480,1049.08,1461.69,3348.66,297.75,278.9,229,6,0.99,0.217,2026-06-10
PRODUTOS_LIMPEZA-00981,limpeza,Produto Limpeza 00981,Fornecedor_077,12,915.22,1346.08,2437.47,119.52,137.66,719,67,0.938,0.32,2027-04-20
PRODUTOS_LIMPEZA-00982,limpeza,Produto Limpeza 00982,Fornecedor_203,96,921.43,1254.87,2975.85,524.46,578.18,43,81,0.937,0.128,2027-01-04
PRODUTOS_LIMPEZA-00983,limpeza,Produto Limpeza 00983,Fornecedor_191,24,259.87,315.04,655.24,1300.24,1388.05,250,72,0.91,0.2,2026-07-08
PRODUTOS_LIMPEZA-00984,limpeza,Produto Limpeza 00984,Fornecedor_042,96,1087.03,1314.31,2829.65,1069.59,975.37,381,58,0.983,0.375,2026-12-20
PRODUTOS_LIMPEZA-00985,limpeza,Produto Limpeza 00985,Fornecedor_135,24,1080.74,1285.59,2249.45,75.33,71.95,711,24,0.984,0.292,2026-06-08
PRODUTOS_LIMPEZA-00986,limpeza,Produto Limpeza 00986,Fornecedor_065,240,1003.97,1244.93,2984.17,1152.65,1221.63,0,43,0.963,0.329,2026-10-07
PRODUTOS_LIMPEZA-00987,limpeza,Produto Limpeza 00987,Fornecedor_117,480,954.55,1532.79,3380.86,1435.58,1671.31,327,6,0.957,0.406,2026-10-03
PRODUTOS_LIMPEZA-00988,limpeza,Produto Limpeza 00988,Fornecedor_089,96,460.68,692.43,1574.85,400.42,367.96,120,45,0.945,0.354,2026-10-05
PRODUTOS_LIMPEZA-00989,limpeza,Produto Limpeza 00989,Fornecedor_106,24,1103.87,1855.94,3025.23,1356.06,1585.16,1100,71,0.954,0.247,2027-02-23
PRODUTOS_LIMPEZA-00990,limpeza,Produto Limpeza 00990,Fornecedor_075,720,1003.74,1681.9,3103.98,335.9,359.0,124,73,0.956,0.308,2026-05-15
PRODUTOS_LIMPEZA-00991,limpeza,Produto Limpeza 00991,Fornecedor_245,6,135.66,223.88,479.76,745.16,838.75,130,86,0.933,0.142,2026-08-30
PRODUTOS_LIMPEZA-00992,limpeza,Produto Limpeza 00992,Fornecedor_001,96,336.06,499.95,871.98,1177.03,1166.44,107,55,0.984,0.153,2027-01-23
PRODUTOS_LIMPEZA-00993,limpeza,Produto Limpeza 00993,Fornecedor_218,6,792.54,1264.27,2065.31,351.73,333.19,16,87,0.921,0.122,2026-08-20
PRODUTOS_LIMPEZA-00994,limpeza,Produto Limpeza 00994,Fornecedor_166,240,1141.04,1850.65,3621.83,26.59,26.7,107,64,0.945,0.279,2026-12-29
PRODUTOS_LIMPEZA-00995,limpeza,Produto Limpeza 00995,Fornecedor_189,6,513.26,820.72,1775.24,1376.01,1538.19,547,74,0.932,0.169,2026-08-10
PRODUTOS_LIMPEZA-00996,limpeza,Produto Limpeza 00996,Fornecedor_089,96,1186.38,1744.89,3504.98,837.85,927.2,726,29,0.935,0.092,2026-10-25
PRODUTOS_LIMPEZA-00997,limpeza,Produto Limpeza 00997,Fornecedor_009,48,856.65,1421.21,3380.15,548.86,531.3,351,67,0.973,0.378,2026-08-24
PRODUTOS_LIMPEZA-00998,limpeza,Produto Limpeza 00998,Fornecedor_040,120,370.1,530.96,1100.29,426.5,402.16,180,65,0.907,0.227,2026-10-06
PRODUTOS_LIMPEZA-00999,limpeza,Produto Limpeza 00999,Fornecedor_193,240,493.67,825.97,1508.71,1100.29,1212.3,511,6,0.947,0.122,2026-09-29
PRODUTOS_LIMPEZA-01000,limpeza,Produto Limpeza 01000,Fornecedor_005,96,1032.41,1360.46,2698.23,1245.35,1271.09,45,67,0.938,0.412,2026-07-07
PRODUTOS_LIMPEZA-01001,limpeza,Produto Limpeza 01001,Fornecedor_145,720,555.08,824.88,1482.39,406.92,472.71,1096,30,0.927,0.132,2027-04-16
PRODUTOS_LIMPEZA-01002,limpeza,Produto Limpeza 01002,Fornecedor_145,24,96.1,119.6,255.55,381.1,394.87,80,62,0.964,0.267,2026-05-06
PRODUTOS_LIMPEZA-01003,limpeza,Produto Limpeza 01003,Fornecedor_180,720,174.75,207.8,403.99,1346.95,1421.32,717,89,0.916,0.215,2027-04-21
PRODUTOS_LIMPEZA-01004,limpeza,Produto Limpeza 01004,Fornecedor_117,24,306.29,513.87,957.75,966.2,1003.63,125,73,0.946,0.131,2027-03-29
PRODUTOS_LIMPEZA-01005,limpeza,Produto Limpeza 01005,Fornecedor_250,120,969.53,1406.14,2579.98,686.54,647.65,288,12,0.985,0.29,2026-12-07
PRODUTOS_LIMPEZA-01006,limpeza,Produto Limpeza 01006,Fornecedor_055,96,530.27,714.22,1703.1,227.52,251.69,484,69,0.968,0.21,2027-01-14
PRODUTOS_LIMPEZA-01007,limpeza,Produto Limpeza 01007,Fornecedor_207,120,1057.46,1709.87,3946.61,258.42,235.37,264,16,0.938,0.179,2026-08-21
PRODUTOS_LIMPEZA-01008,limpeza,Produto Limpeza 01008,Fornecedor_169,96,1147.58,1707.34,3074.61,1226.06,1316.2,1145,82,0.919,0.311,2027-01-02
PRODUTOS_LIMPEZA-01009,limpeza,Produto Limpeza 01009,Fornecedor_178,24,255.45,410.71,967.99,11.56,11.0,0,59,0.977,0.098,2027-03-31
PRODUTOS_LIMPEZA-01010,limpeza,Produto Limpeza 01010,Fornecedor_175,48,819.77,944.47,1875.33,1483.82,1504.12,484,75,0.947,0.286,2027-03-22
PRODUTOS_LIMPEZA-01011,limpeza,Produto Limpeza 01011,Fornecedor_077,240,855.87,1135.07,2550.19,814.26,802.71,1054,36,0.931,0.159,2026-06-11
PRODUTOS_LIMPEZA-01012,limpeza,Produto Limpeza 01012,Fornecedor_250,6,163.88,239.69,420.29,1464.73,1646.19,117,55,0.928,0.305,2026-11-28
PRODUTOS_LIMPEZA-01013,limpeza,Produto Limpeza 01013,Fornecedor_205,480,241.74,368.25,647.8,604.15,648.98,582,58,0.915,0.329,2027-04-05
PRODUTOS_LIMPEZA-01014,limpeza,Produto Limpeza 01014,Fornecedor_226,120,1001.63,1172.89,2456.42,84.08,95.74,325,61,0.951,0.238,2026-11-10
PRODUTOS_LIMPEZA-01015,limpeza,Produto Limpeza 01015,Fornecedor_239,240,96.8,151.13,325.25,110.47,101.28,72,23,0.95,0.113,2026-11-28
PRODUTOS_LIMPEZA-01016,limpeza,Produto Limpeza 01016,Fornecedor_183,24,500.01,603.33,991.72,288.57,337.01,339,60,0.956,0.265,2026-09-25
PRODUTOS_LIMPEZA-01017,limpeza,Produto Limpeza 01017,Fornecedor_114,480,836.16,1244.22,2784.99,750.31,783.69,718,74,0.917,0.255,2026-09-30
PRODUTOS_LIMPEZA-01018,limpeza,Produto Limpeza 01018,Fornecedor_169,240,93.17,117.49,267.39,647.33,616.11,252,29,0.952,0.241,2026-07-30
PRODUTOS_LIMPEZA-01019,limpeza,Produto Limpeza 01019,Fornecedor_246,480,1190.39,1663.68,3674.65,270.46,302.9,532,65,0.95,0.232,2027-03-07
PRODUTOS_LIMPEZA-01020,limpeza,Produto Limpeza 01020,Fornecedor_020,24,562.17,946.67,2003.05,1436.97,1663.69,346,17,0.96,0.187,2026-12-29
PRODUTOS_LIMPEZA-01021,limpeza,Produto Limpeza 01021,Fornecedor_120,480,865.53,1140.61,2492.16,1310.16,1210.99,1037,67,0.958,0.314,2026-10-06
PRODUTOS_LIMPEZA-01022,limpeza,Produto Limpeza 01022,Fornecedor_192,720,620.76,819.71,1930.81,1433.98,1685.49,538,21,0.961,0.102,2027-02-10
PRODUTOS_LIMPEZA-01023,limpeza,Produto Limpeza 01023,Fornecedor_070,120,1055.25,1634.14,3070.29,1406.82,1363.74,957,66,0.987,0.083,2026-11-19
PRODUTOS_LIMPEZA-01024,limpeza,Produto Limpeza 01024,Fornecedor_119,480,998.92,1443.81,2960.57,1355.83,1552.91,152,32,0.901,0.284,2027-04-19
PRODUTOS_LIMPEZA-01025,limpeza,Produto Limpeza 01025,Fornecedor_085,48,620.94,788.13,1666.01,272.9,249.15,496,19,0.928,0.368,2026-11-03
PRODUTOS_LIMPEZA-01026,limpeza,Produto Limpeza 01026,Fornecedor_069,96,1191.08,1933.06,4099.5,113.01,132.4,561,25,0.954,0.195,2026-07-17
PRODUTOS_LIMPEZA-01027,limpeza,Produto Limpeza 01027,Fornecedor_240,720,761.86,1102.6,2426.22,931.6,975.29,85,58,0.901,0.336,2026-09-15
PRODUTOS_LIMPEZA-01028,limpeza,Produto Limpeza 01028,Fornecedor_227,24,956.53,1437.49,2433.99,138.94,126.41,1050,71,0.967,0.218,2027-01-23
PRODUTOS_LIMPEZA-01029,limpeza,Produto Limpeza 01029,Fornecedor_245,12,1001.3,1546.44,3276.8,746.62,689.21,333,89,0.95,0.396,2026-05-09
PRODUTOS_LIMPEZA-01030,limpeza,Produto Limpeza 01030,Fornecedor_145,480,140.34,172.26,407.87,1364.67,1398.39,484,90,0.974,0.099,2027-04-17
PRODUTOS_LIMPEZA-01031,limpeza,Produto Limpeza 01031,Fornecedor_153,6,351.14,581.43,1048.45,746.68,722.94,365,45,0.978,0.412,2027-02-14
PRODUTOS_LIMPEZA-01032,limpeza,Produto Limpeza 01032,Fornecedor_145,96,408.62,590.58,1039.43,462.06,457.28,137,17,0.905,0.097,2027-04-22
PRODUTOS_LIMPEZA-01033,limpeza,Produto Limpeza 01033,Fornecedor_177,12,20.52,32.28,59.49,358.41,400.0,29,47,0.93,0.117,2026-06-25
PRODUTOS_LIMPEZA-01034,limpeza,Produto Limpeza 01034,Fornecedor_048,120,91.39,154.05,262.22,1209.31,1136.34,25,28,0.957,0.233,2027-02-01
PRODUTOS_LIMPEZA-01035,limpeza,Produto Limpeza 01035,Fornecedor_248,24,26.54,42.55,96.34,1338.57,1337.48,49,5,0.963,0.081,2026-10-30
PRODUTOS_LIMPEZA-01036,limpeza,Produto Limpeza 01036,Fornecedor_150,48,1072.02,1442.93,2796.69,1404.69,1620.53,400,74,0.918,0.307,2026-10-07
PRODUTOS_LIMPEZA-01037,limpeza,Produto Limpeza 01037,Fornecedor_074,120,1064.55,1373.81,2954.38,987.39,1142.99,976,43,0.935,0.153,2027-02-24
PRODUTOS_LIMPEZA-01038,limpeza,Produto Limpeza 01038,Fornecedor_096,96,557.56,676.15,1095.35,1384.73,1376.04,311,50,0.944,0.408,2026-09-16
PRODUTOS_LIMPEZA-01039,limpeza,Produto Limpeza 01039,Fornecedor_150,48,704.08,1138.55,2659.56,1094.4,1098.66,652,52,0.937,0.102,2026-08-27
PRODUTOS_LIMPEZA-01040,limpeza,Produto Limpeza 01040,Fornecedor_236,12,125.27,212.16,490.7,475.84,456.53,134,50,0.974,0.288,2027-04-02
PRODUTOS_LIMPEZA-01041,limpeza,Produto Limpeza 01041,Fornecedor_206,96,1003.27,1415.54,2660.01,241.91,284.47,241,15,0.943,0.136,2027-01-17
PRODUTOS_LIMPEZA-01042,limpeza,Produto Limpeza 01042,Fornecedor_016,480,875.97,1480.0,3350.77,640.77,584.72,997,19,0.936,0.183,2026-09-01
PRODUTOS_LIMPEZA-01043,limpeza,Produto Limpeza 01043,Fornecedor_156,96,829.72,1400.76,2301.99,251.68,241.76,158,7,0.985,0.121,2026-07-01
PRODUTOS_LIMPEZA-01044,limpeza,Produto Limpeza 01044,Fornecedor_116,24,461.87,553.03,1321.96,1485.17,1533.13,60,54,0.934,0.124,2027-03-17
PRODUTOS_LIMPEZA-01045,limpeza,Produto Limpeza 01045,Fornecedor_041,480,889.31,1247.38,2491.45,757.83,848.69,1170,44,0.984,0.419,2026-12-20
PRODUTOS_LIMPEZA-01046,limpeza,Produto Limpeza 01046,Fornecedor_210,12,1040.89,1323.21,2860.71,352.03,410.21,766,88,0.92,0.3,2027-04-09
PRODUTOS_LIMPEZA-01047,limpeza,Produto Limpeza 01047,Fornecedor_007,6,1159.7,1854.81,4035.68,96.63,91.26,64,46,0.943,0.196,2026-10-15
PRODUTOS_LIMPEZA-01048,limpeza,Produto Limpeza 01048,Fornecedor_007,48,567.18,831.58,1739.71,1144.68,1262.85,73,17,0.989,0.358,2027-04-15
PRODUTOS_LIMPEZA-01049,limpeza,Produto Limpeza 01049,Fornecedor_038,720,1098.75,1509.36,2472.5,571.23,533.68,248,62,0.93,0.372,2026-10-21
PRODUTOS_LIMPEZA-01050,limpeza,Produto Limpeza 01050,Fornecedor_248,120,1199.41,1481.43,2930.13,970.42,986.4,766,59,0.948,0.356,2026-10-30
PRODUTOS_LIMPEZA-01051,limpeza,Produto Limpeza 01051,Fornecedor_115,120,283.74,355.67,812.74,987.99,917.81,2,26,0.975,0.244,2026-10-17
PRODUTOS_LIMPEZA-01052,limpeza,Produto Limpeza 01052,Fornecedor_241,24,561.49,926.53,2026.27,1066.2,1083.1,525,52,0.944,0.302,2026-12-01
PRODUTOS_LIMPEZA-01053,limpeza,Produto Limpeza 01053,Fornecedor_169,120,707.46,1111.01,2107.25,877.79,1017.13,771,90,0.957,0.242,2026-08-30
PRODUTOS_LIMPEZA-01054,limpeza,Produto Limpeza 01054,Fornecedor_156,96,206.4,287.87,487.93,1426.6,1481.6,51,24,0.984,0.315,2026-11-12
PRODUTOS_LIMPEZA-01055,limpeza,Produto Limpeza 01055,Fornecedor_154,24,543.13,872.38,1954.12,620.86,553.13,120,12,0.984,0.33,2026-09-16
PRODUTOS_LIMPEZA-01056,limpeza,Produto Limpeza 01056,Fornecedor_046,12,1060.59,1390.77,3129.62,477.08,516.17,395,13,0.974,0.1,2027-02-18
PRODUTOS_LIMPEZA-01057,limpeza,Produto Limpeza 01057,Fornecedor_140,240,439.49,660.77,1213.91,230.21,262.91,699,58,0.903,0.182,2026-09-12
PRODUTOS_LIMPEZA-01058,limpeza,Produto Limpeza 01058,Fornecedor_074,120,231.93,303.13,720.84,869.43,811.11,213,86,0.922,0.241,2026-12-05
PRODUTOS_LIMPEZA-01059,limpeza,Produto Limpeza 01059,Fornecedor_015,48,324.46,395.26,729.12,1253.41,1476.28,341,33,0.962,0.416,2027-01-04
PRODUTOS_LIMPEZA-01060,limpeza,Produto Limpeza 01060,Fornecedor_073,96,93.66,134.02,297.77,1161.98,1144.39,13,77,0.955,0.263,2027-03-23
PRODUTOS_LIMPEZA-01061,limpeza,Produto Limpeza 01061,Fornecedor_074,120,151.6,176.52,366.2,1461.07,1513.75,106,51,0.98,0.412,2026-05-04
PRODUTOS_LIMPEZA-01062,limpeza,Produto Limpeza 01062,Fornecedor_148,48,84.35,116.77,236.05,1442.16,1551.07,122,82,0.905,0.237,2026-11-22
PRODUTOS_LIMPEZA-01063,limpeza,Produto Limpeza 01063,Fornecedor_056,120,371.51,553.4,982.05,1064.16,1055.55,439,69,0.929,0.205,2026-08-27
PRODUTOS_LIMPEZA-01064,limpeza,Produto Limpeza 01064,Fornecedor_199,48,1049.77,1262.58,2579.69,1166.35,1170.89,143,5,0.962,0.232,2026-07-01
PRODUTOS_LIMPEZA-01065,limpeza,Produto Limpeza 01065,Fornecedor_119,48,1198.64,1383.75,3114.77,1331.12,1444.99,1210,64,0.977,0.216,2027-01-22
PRODUTOS_LIMPEZA-01066,limpeza,Produto Limpeza 01066,Fornecedor_122,120,1105.05,1709.64,3990.5,307.84,298.33,1114,63,0.953,0.16,2026-09-17
PRODUTOS_LIMPEZA-01067,limpeza,Produto Limpeza 01067,Fornecedor_242,480,566.74,750.95,1346.14,343.38,368.01,784,41,0.94,0.292,2027-01-19
PRODUTOS_LIMPEZA-01068,limpeza,Produto Limpeza 01068,Fornecedor_209,480,189.6,281.67,613.26,972.0,1049.51,384,73,0.947,0.33,2027-01-02
PRODUTOS_LIMPEZA-01069,limpeza,Produto Limpeza 01069,Fornecedor_046,6,506.17,847.03,2026.73,1491.41,1643.02,243,6,0.956,0.364,2026-09-24
PRODUTOS_LIMPEZA-01070,limpeza,Produto Limpeza 01070,Fornecedor_064,120,1128.64,1769.33,3690.21,885.57,1005.33,1024,50,0.925,0.092,2027-04-19
PRODUTOS_LIMPEZA-01071,limpeza,Produto Limpeza 01071,Fornecedor_247,480,1018.86,1251.23,2693.62,64.86,63.44,1563,80,0.98,0.275,2026-09-12
PRODUTOS_LIMPEZA-01072,limpeza,Produto Limpeza 01072,Fornecedor_193,6,337.98,491.14,1019.24,526.45,518.59,98,80,0.966,0.244,2027-03-11
PRODUTOS_LIMPEZA-01073,limpeza,Produto Limpeza 01073,Fornecedor_111,6,773.06,1202.32,2477.81,953.42,872.37,171,9,0.9,0.345,2027-02-20
PRODUTOS_LIMPEZA-01074,limpeza,Produto Limpeza 01074,Fornecedor_018,240,988.0,1250.54,2233.97,736.04,662.27,736,14,0.979,0.234,2026-11-23
PRODUTOS_LIMPEZA-01075,limpeza,Produto Limpeza 01075,Fornecedor_201,96,908.68,1124.41,1806.64,721.48,667.09,828,51,0.916,0.328,2026-08-06
PRODUTOS_LIMPEZA-01076,limpeza,Produto Limpeza 01076,Fornecedor_089,24,477.73,726.64,1182.02,250.98,272.39,483,86,0.944,0.401,2026-08-15
PRODUTOS_LIMPEZA-01077,limpeza,Produto Limpeza 01077,Fornecedor_041,720,729.43,894.8,1453.59,1345.47,1280.61,249,86,0.974,0.122,2027-03-23
PRODUTOS_LIMPEZA-01078,limpeza,Produto Limpeza 01078,Fornecedor_195,48,622.62,848.11,1905.27,1015.84,1116.83,84,45,0.947,0.238,2026-11-28
PRODUTOS_LIMPEZA-01079,limpeza,Produto Limpeza 01079,Fornecedor_117,48,1079.69,1425.67,2365.96,326.37,326.09,578,31,0.988,0.265,2026-11-12
PRODUTOS_LIMPEZA-01080,limpeza,Produto Limpeza 01080,Fornecedor_023,24,1116.49,1844.22,3159.73,320.06,315.5,1106,9,0.936,0.33,2026-11-06
PRODUTOS_LIMPEZA-01081,limpeza,Produto Limpeza 01081,Fornecedor_071,120,600.16,1010.04,1899.11,511.15,492.74,413,88,0.951,0.215,2027-02-15
PRODUTOS_LIMPEZA-01082,limpeza,Produto Limpeza 01082,Fornecedor_220,12,1090.24,1507.79,3395.38,1031.22,1188.03,460,76,0.946,0.136,2027-01-21
PRODUTOS_LIMPEZA-01083,limpeza,Produto Limpeza 01083,Fornecedor_157,6,1037.51,1466.25,2503.25,124.37,133.61,398,49,0.954,0.302,2026-06-01
PRODUTOS_LIMPEZA-01084,limpeza,Produto Limpeza 01084,Fornecedor_221,24,400.78,543.72,1142.85,410.05,475.12,29,20,0.99,0.217,2026-08-17
PRODUTOS_LIMPEZA-01085,limpeza,Produto Limpeza 01085,Fornecedor_042,120,973.73,1401.92,3340.91,686.79,666.39,607,50,0.946,0.235,2027-03-13
PRODUTOS_LIMPEZA-01086,limpeza,Produto Limpeza 01086,Fornecedor_144,480,1131.44,1531.32,2672.14,650.51,620.52,127,87,0.945,0.149,2027-01-27
PRODUTOS_LIMPEZA-01087,limpeza,Produto Limpeza 01087,Fornecedor_250,96,71.69,91.3,182.91,1242.42,1110.16,32,73,0.908,0.255,2026-09-02
PRODUTOS_LIMPEZA-01088,limpeza,Produto Limpeza 01088,Fornecedor_242,12,759.52,1200.42,2354.05,1377.49,1377.6,83,63,0.902,0.273,2026-12-16
PRODUTOS_LIMPEZA-01089,limpeza,Produto Limpeza 01089,Fornecedor_208,720,1187.16,1432.04,3091.77,1164.86,1294.45,361,72,0.975,0.412,2026-12-04
PRODUTOS_LIMPEZA-01090,limpeza,Produto Limpeza 01090,Fornecedor_057,240,57.65,85.23,191.06,335.06,317.25,112,80,0.969,0.271,2026-07-05
PRODUTOS_LIMPEZA-01091,limpeza,Produto Limpeza 01091,Fornecedor_227,24,1123.49,1339.25,3039.13,1202.49,1076.42,1016,13,0.982,0.255,2026-12-07
PRODUTOS_LIMPEZA-01092,limpeza,Produto Limpeza 01092,Fornecedor_168,480,672.12,1083.57,2513.64,1362.98,1322.52,176,60,0.905,0.344,2027-02-17
PRODUTOS_LIMPEZA-01093,limpeza,Produto Limpeza 01093,Fornecedor_074,720,715.54,1112.14,1904.51,777.8,695.18,724,55,0.919,0.209,2026-05-06
PRODUTOS_LIMPEZA-01094,limpeza,Produto Limpeza 01094,Fornecedor_242,720,801.32,1077.62,2369.53,1411.79,1425.81,86,17,0.928,0.213,2026-08-18
PRODUTOS_LIMPEZA-01095,limpeza,Produto Limpeza 01095,Fornecedor_249,48,844.28,1182.49,1963.68,1334.47,1455.24,774,35,0.942,0.157,2026-07-16
PRODUTOS_LIMPEZA-01096,limpeza,Produto Limpeza 01096,Fornecedor_200,24,283.68,464.14,760.47,573.2,515.45,99,89,0.978,0.176,2027-04-14
PRODUTOS_LIMPEZA-01097,limpeza,Produto Limpeza 01097,Fornecedor_049,48,144.95,243.39,441.34,813.78,881.38,186,79,0.969,0.085,2027-03-02
PRODUTOS_LIMPEZA-01098,limpeza,Produto Limpeza 01098,Fornecedor_200,12,343.75,565.16,949.04,573.01,659.42,170,23,0.954,0.33,2026-10-31
PRODUTOS_LIMPEZA-01099,limpeza,Produto Limpeza 01099,Fornecedor_132,120,54.77,80.53,155.63,1239.22,1162.46,162,30,0.932,0.166,2027-04-22
PRODUTOS_LIMPEZA-01100,limpeza,Produto Limpeza 01100,Fornecedor_082,120,1114.17,1586.72,2886.5,214.59,205.79,606,90,0.906,0.207,2026-11-25
PRODUTOS_LIMPEZA-01101,limpeza,Produto Limpeza 01101,Fornecedor_095,480,552.12,682.07,1310.8,1280.49,1244.05,859,22,0.908,0.095,2026-10-21
PRODUTOS_LIMPEZA-01102,limpeza,Produto Limpeza 01102,Fornecedor_072,96,1134.83,1686.42,3941.09,573.87,588.82,7,22,0.984,0.341,2026-05-03
PRODUTOS_LIMPEZA-01103,limpeza,Produto Limpeza 01103,Fornecedor_105,120,670.16,1003.11,1832.71,641.25,626.15,397,28,0.961,0.11,2027-04-24
PRODUTOS_LIMPEZA-01104,limpeza,Produto Limpeza 01104,Fornecedor_130,480,857.0,1191.4,2613.95,440.96,502.07,321,60,0.908,0.181,2027-01-07
PRODUTOS_LIMPEZA-01105,limpeza,Produto Limpeza 01105,Fornecedor_102,120,73.8,96.65,175.99,466.09,539.93,85,85,0.954,0.288,2027-01-30
PRODUTOS_LIMPEZA-01106,limpeza,Produto Limpeza 01106,Fornecedor_072,720,167.65,267.39,505.92,23.63,22.67,273,47,0.982,0.393,2026-10-07
PRODUTOS_LIMPEZA-01107,limpeza,Produto Limpeza 01107,Fornecedor_044,48,147.66,244.91,443.35,1017.89,1169.91,38,77,0.912,0.319,2026-09-19
PRODUTOS_LIMPEZA-01108,limpeza,Produto Limpeza 01108,Fornecedor_130,480,715.05,894.28,1909.49,301.93,330.97,63,34,0.965,0.258,2026-12-26
PRODUTOS_LIMPEZA-01109,limpeza,Produto Limpeza 01109,Fornecedor_013,96,688.69,1114.32,2614.81,343.32,338.98,351,42,0.913,0.271,2027-03-01
PRODUTOS_LIMPEZA-01110,limpeza,Produto Limpeza 01110,Fornecedor_106,120,164.11,232.13,400.87,249.57,222.85,293,20,0.948,0.309,2026-09-14
PRODUTOS_LIMPEZA-01111,limpeza,Produto Limpeza 01111,Fornecedor_166,720,1125.61,1891.22,4490.83,693.83,670.13,1149,20,0.987,0.203,2027-02-08
PRODUTOS_LIMPEZA-01112,limpeza,Produto Limpeza 01112,Fornecedor_006,48,845.89,1233.26,2221.9,188.1,217.23,289,29,0.964,0.342,2026-12-12
PRODUTOS_LIMPEZA-01113,limpeza,Produto Limpeza 01113,Fornecedor_155,24,167.1,275.09,526.5,483.96,487.73,21,85,0.942,0.417,2027-02-22
PRODUTOS_LIMPEZA-01114,limpeza,Produto Limpeza 01114,Fornecedor_250,12,87.93,101.82,221.81,447.44,499.79,63,74,0.906,0.278,2027-04-24
PRODUTOS_LIMPEZA-01115,limpeza,Produto Limpeza 01115,Fornecedor_084,6,1079.97,1719.42,3332.94,344.54,310.47,904,57,0.915,0.326,2026-07-06
PRODUTOS_LIMPEZA-01116,limpeza,Produto Limpeza 01116,Fornecedor_018,120,547.94,911.81,1690.24,281.06,317.66,615,25,0.923,0.313,2026-08-26
PRODUTOS_LIMPEZA-01117,limpeza,Produto Limpeza 01117,Fornecedor_150,12,981.36,1182.2,2424.4,250.36,293.81,545,49,0.944,0.14,2027-02-20
PRODUTOS_LIMPEZA-01118,limpeza,Produto Limpeza 01118,Fornecedor_237,12,888.8,1344.7,3169.75,1118.08,1158.69,889,43,0.936,0.267,2027-02-20
PRODUTOS_LIMPEZA-01119,limpeza,Produto Limpeza 01119,Fornecedor_056,480,544.86,705.54,1270.23,547.01,537.79,541,62,0.932,0.386,2026-09-01
PRODUTOS_LIMPEZA-01120,limpeza,Produto Limpeza 01120,Fornecedor_073,96,314.05,412.42,841.99,1244.04,1117.71,0,33,0.989,0.212,2027-02-13
PRODUTOS_LIMPEZA-01121,limpeza,Produto Limpeza 01121,Fornecedor_197,12,807.09,985.94,2249.38,506.93,540.98,750,63,0.962,0.123,2027-01-10
PRODUTOS_LIMPEZA-01122,limpeza,Produto Limpeza 01122,Fornecedor_158,720,1157.96,1586.78,2895.98,1312.13,1309.07,578,29,0.977,0.225,2026-07-09
PRODUTOS_LIMPEZA-01123,limpeza,Produto Limpeza 01123,Fornecedor_098,120,106.98,160.87,289.65,1063.35,948.86,197,80,0.933,0.103,2026-09-12
PRODUTOS_LIMPEZA-01124,limpeza,Produto Limpeza 01124,Fornecedor_060,12,16.0,25.62,50.93,1220.85,1091.7,0,28,0.916,0.127,2026-08-24
