produto_id,categoria,descricao,fornecedor,lote_minimo_compra,consumo_medio_4m,consumo_medio_6m,consumo_medio_12m,custo_aquisicao_unitario,custo_negociado_estimado,estoque_atual,prazo_reposicao_dias,nivel_servico_alvo,margem_alvo,proxima_revisao_contrato
PRODUTOS_ALIMENTOS-01245,alimentos,Produto Alimentos 01245,Fornecedor_166,96,905.72,1287.91,2619.37,542.09,550.33,281,47,0.942,0.394,2027-02-01
PRODUTOS_ALIMENTOS-01246,alimentos,Produto Alimentos 01246,Fornecedor_191,24,1036.23,1285.29,2100.43,760.76,866.75,699,74,0.914,0.295,2027-02-18
PRODUTOS_ALIMENTOS-01247,alimentos,Produto Alimentos 01247,Fornecedor_134,240,180.33,288.34,508.82,1040.59,950.79,57,69,0.909,0.265,2026-05-03
PRODUTOS_ALIMENTOS-01248,alimentos,Produto Alimentos 01248,Fornecedor_215,120,316.84,460.29,1083.44,1110.22,1208.32,250,19,0.972,0.191,2027-02-05
PRODUTOS_ALIMENTOS-01249,alimentos,Produto Alimentos 01249,Fornecedor_165,240,1125.26,1617.8,3648.94,330.56,327.86,1408,18,0.941,0.157,2027-04-21
PRODUTOS_ALIMENTOS-01250,alimentos,Produto Alimentos 01250,Fornecedor_178,12,1075.85,1348.67,2158.51,1190.91,1234.15,1014,23,0.986,0.391,2026-09-01
PRODUTOS_ALIMENTOS-01251,alimentos,Produto Alimentos 01251,Fornecedor_031,48,910.62,1198.9,2118.93,958.28,1117.3,48,7,0.919,0.091,2027-04-14
PRODUTOS_ALIMENTOS-01252,alimentos,Produto Alimentos 01252,Fornecedor_100,240,99.53,128.34,302.98,634.32,630.31,5,81,0.934,0.182,2026-10-03
PRODUTOS_ALIMENTOS-01253,alimentos,Produto Alimentos 01253,Fornecedor_008,480,522.8,770.78,1528.27,923.17,832.83,64,68,0.923,0.189,2026-12-29
PRODUTOS_ALIMENTOS-01254,alimentos,Produto Alimentos 01254,Fornecedor_247,120,1035.49,1409.37,2862.74,149.27,162.65,1004,8,0.944,0.209,2026-06-14
PRODUTOS_ALIMENTOS-01255,alimentos,Produto Alimentos 01255,Fornecedor_062,12,577.72,837.15,1395.01,1087.11,1193.13,465,53,0.954,0.335,2026-12-27
PRODUTOS_ALIMENTOS-01256,alimentos,Produto Alimentos 01256,Fornecedor_152,240,55.7,73.54,163.39,1282.33,1221.8,48,6,0.978,0.313,2026-05-15
PRODUTOS_ALIMENTOS-01257,alimentos,Produto Alimentos 01257,Fornecedor_065,240,1123.61,1566.81,3136.21,696.11,760.27,1097,88,0.953,0.326,2027-04-23
PRODUTOS_ALIMENTOS-01258,alimentos,Produto Alimentos 01258,Fornecedor_248,120,627.33,781.44,1532.7,1280.7,1154.61,436,19,0.975,0.314,2026-08-10
PRODUTOS_ALIMENTOS-01259,alimentos,Produto Alimentos 01259,Fornecedor_058,24,586.34,754.61,1441.18,1117.43,1206.41,385,10,0.931,0.183,2027-04-15
PRODUTOS_ALIMENTOS-01260,alimentos,Produto Alimentos 01260,Fornecedor_190,12,706.53,1004.22,2180.23,1213.11,1413.19,103,26,0.988,0.127,2027-03-06
PRODUTOS_ALIMENTOS-01261,alimentos,Produto Alimentos 01261,Fornecedor_028,720,681.88,948.47,1795.77,1049.13,939.98,1420,52,0.938,0.296,2026-05-18
PRODUTOS_ALIMENTOS-01262,alimentos,Produto Alimentos 01262,Fornecedor_063,120,345.5,503.22,975.14,100.1,96.72,243,56,0.982,0.252,2026-07-10
PRODUTOS_ALIMENTOS-01263,alimentos,Produto Alimentos 01263,Fornecedor_018,720,158.4,196.27,403.6,997.8,1017.13,382,76,0.987,0.169,2027-04-02
PRODUTOS_ALIMENTOS-01264,alimentos,Produto Alimentos 01264,Fornecedor_131,24,234.83,323.43,662.3,350.29,326.73,200,6,0.971,0.206,2026-06-27
PRODUTOS_ALIMENTOS-01265,alimentos,Produto Alimentos 01265,Fornecedor_049,120,636.61,825.19,1670.54,456.76,514.0,249,66,0.96,0.352,2026-12-31
PRODUTOS_ALIMENTOS-01266,alimentos,Produto Alimentos 01266,Fornecedor_131,12,582.3,701.37,1339.81,951.01,995.72,149,90,0.913,0.123,2026-06-04
PRODUTOS_ALIMENTOS-01267,alimentos,Produto Alimentos 01267,Fornecedor_058,240,581.06,984.56,1632.48,249.19,267.08,859,85,0.975,0.203,2026-11-25
PRODUTOS_ALIMENTOS-01268,alimentos,Produto Alimentos 01268,Fornecedor_222,120,85.71,118.93,273.12,1171.5,1052.03,100,62,0.92,0.286,2026-07-05
PRODUTOS_ALIMENTOS-01269,alimentos,Produto Alimentos 01269,Fornecedor_128,24,583.05,974.95,1957.35,611.28,698.6,247,81,0.97,0.257,2026-12-08
PRODUTOS_ALIMENTOS-01270,alimentos,Produto Alimentos 01270,Fornecedor_119,6,725.79,1001.24,2051.9,1057.45,1179.42,378,40,0.959,0.214,2026-10-22
PRODUTOS_ALIMENTOS-01271,alimentos,Produto Alimentos 01271,Fornecedor_215,720,374.64,541.14,1007.42,463.94,540.52,998,54,0.962,0.338,2027-04-21
PRODUTOS_ALIMENTOS-01272,alimentos,Produto Alimentos 01272,Fornecedor_137,120,678.82,1035.34,2152.96,1179.26,1096.48,93,67,0.947,0.412,2027-03-20
PRODUTOS_ALIMENTOS-01273,alimentos,Produto Alimentos 01273,Fornecedor_145,48,89.58,134.01,314.56,1312.44,1394.32,80,46,0.917,0.388,2026-10-04
PRODUTOS_ALIMENTOS-01274,alimentos,Produto Alimentos 01274,Fornecedor_177,48,242.34,323.34,692.23,419.59,446.17,313,22,0.927,0.353,2027-04-17
PRODUTOS_ALIMENTOS-01275,alimentos,Produto Alimentos 01275,Fornecedor_225,720,827.89,1276.55,2607.13,308.69,316.15,355,20,0.926,0.326,2026-09-04
PRODUTOS_ALIMENTOS-01276,alimentos,Produto Alimentos 01276,Fornecedor_184,480,258.79,410.05,928.49,276.66,298.17,383,36,0.924,0.213,2027-02-15
PRODUTOS_ALIMENTOS-01277,alimentos,Produto Alimentos 01277,Fornecedor_001,240,559.01,747.83,1348.91,110.4,102.24,832,75,0.906,0.415,2026-09-08
PRODUTOS_ALIMENTOS-01278,alimentos,Produto Alimentos 01278,Fornecedor_110,240,1114.45,1560.36,3733.45,876.42,850.44,407,39,0.957,0.097,2027-01-06
PRODUTOS_ALIMENTOS-01279,alimentos,Produto Alimentos 01279,Fornecedor_018,120,720.4,1017.2,1942.36,181.37,170.94,778,11,0.925,0.094,2027-02-05
PRODUTOS_ALIMENTOS-01280,alimentos,Produto Alimentos 01280,Fornecedor_029,6,649.24,792.12,1328.17,1115.18,1129.39,676,77,0.93,0.1,2027-03-16
PRODUTOS_ALIMENTOS-01281,alimentos,Produto Alimentos 01281,Fornecedor_142,96,867.69,1133.47,2031.8,332.61,354.25,724,35,0.953,0.132,2026-08-21
PRODUTOS_ALIMENTOS-01282,alimentos,Produto Alimentos 01282,Fornecedor_250,24,218.63,367.64,700.94,813.71,728.32,46,78,0.924,0.332,2027-01-04
PRODUTOS_ALIMENTOS-01283,alimentos,Produto Alimentos 01283,Fornecedor_062,24,162.61,209.02,402.38,364.93,389.3,56,40,0.96,0.117,2026-12-09
PRODUTOS_ALIMENTOS-01284,alimentos,Produto Alimentos 01284,Fornecedor_190,12,701.87,1038.66,1983.18,322.05,296.0,418,61,0.98,0.23,2027-03-11
PRODUTOS_ALIMENTOS-01285,alimentos,Produto Alimentos 01285,Fornecedor_128,240,904.57,1051.71,2326.44,309.68,336.08,1073,48,0.946,0.19,2026-11-15
PRODUTOS_ALIMENTOS-01286,alimentos,Produto Alimentos 01286,Fornecedor_081,240,1008.29,1495.9,2839.78,1055.93,1123.8,344,56,0.932,0.15,2026-09-18
PRODUTOS_ALIMENTOS-01287,alimentos,Produto Alimentos 01287,Fornecedor_017,6,309.79,405.78,724.21,901.65,925.29,288,36,0.941,0.299,2026-05-12
PRODUTOS_ALIMENTOS-01288,alimentos,Produto Alimentos 01288,Fornecedor_059,240,475.81,637.52,1214.33,737.71,811.49,91,60,0.924,0.167,2026-09-11
PRODUTOS_ALIMENTOS-01289,alimentos,Produto Alimentos 01289,Fornecedor_195,48,582.06,723.32,1651.29,968.4,1030.13,37,53,0.921,0.204,2026-07-21
PRODUTOS_ALIMENTOS-01290,alimentos,Produto Alimentos 01290,Fornecedor_112,480,124.47,190.74,312.82,121.18,140.61,152,42,0.925,0.128,2026-08-04
PRODUTOS_ALIMENTOS-01291,alimentos,Produto Alimentos 01291,Fornecedor_224,6,286.47,378.54,763.28,349.64,320.54,293,88,0.986,0.346,2026-07-30
PRODUTOS_ALIMENTOS-01292,alimentos,Produto Alimentos 01292,Fornecedor_026,48,356.57,502.27,973.72,253.97,227.3,308,14,0.924,0.103,2026-07-31
PRODUTOS_ALIMENTOS-01293,alimentos,Produto Alimentos 01293,Fornecedor_084,720,647.73,1022.44,2088.59,554.97,522.72,382,36,0.977,0.348,2026-09-17
PRODUTOS_ALIMENTOS-01294,alimentos,Produto Alimentos 01294,Fornecedor_062,6,623.2,723.78,1450.17,87.63,81.42,480,24,0.978,0.368,2026-11-05
PRODUTOS_ALIMENTOS-01295,alimentos,Produto Alimentos 01295,Fornecedor_011,48,695.03,906.04,1627.82,264.78,244.09,165,86,0.906,0.286,2026-11-10
PRODUTOS_ALIMENTOS-01296,alimentos,Produto Alimentos 01296,Fornecedor_120,720,176.05,230.26,465.85,736.21,816.26,554,56,0.987,0.382,2027-01-22
PRODUTOS_ALIMENTOS-01297,alimentos,Produto Alimentos 01297,Fornecedor_128,720,434.41,644.25,1401.04,1124.64,1246.07,834,26,0.911,0.251,2026-05-19
PRODUTOS_ALIMENTOS-01298,alimentos,Produto Alimentos 01298,Fornecedor_007,240,260.17,385.02,729.23,449.42,478.75,391,53,0.928,0.182,2026-08-10
PRODUTOS_ALIMENTOS-01299,alimentos,Produto Alimentos 01299,Fornecedor_037,24,904.12,1146.93,2546.26,1126.15,1149.21,664,43,0.901,0.215,2026-08-25
PRODUTOS_ALIMENTOS-01300,alimentos,Produto Alimentos 01300,Fornecedor_014,48,1085.84,1399.76,2686.7,1070.05,1067.65,948,21,0.922,0.221,2026-07-14
PRODUTOS_ALIMENTOS-01301,alimentos,Produto Alimentos 01301,Fornecedor_076,240,1077.99,1786.78,3281.13,82.05,84.09,1338,60,0.932,0.107,2027-01-18
PRODUTOS_ALIMENTOS-01302,alimentos,Produto Alimentos 01302,Fornecedor_043,120,668.65,783.86,1869.56,1271.14,1156.29,198,44,0.901,0.393,2026-06-21
PRODUTOS_ALIMENTOS-01303,alimentos,Produto Alimentos 01303,Fornecedor_086,720,187.94,289.63,525.88,39.46,37.63,380,8,0.972,0.232,2026-12-22
PRODUTOS_ALIMENTOS-01304,alimentos,Produto Alimentos 01304,Fornecedor_132,480,426.11,566.55,1073.26,1202.33,1274.27,776,67,0.903,0.227,2027-02-05
PRODUTOS_ALIMENTOS-01305,alimentos,Produto Alimentos 01305,Fornecedor_188,240,878.47,1283.87,2123.31,1452.27,1685.44,676,89,0.965,0.323,2026-09-14
PRODUTOS_ALIMENTOS-01306,alimentos,Produto Alimentos 01306,Fornecedor_245,48,185.58,291.21,511.67,926.27,898.45,10,10,0.912,0.183,2026-12-01
PRODUTOS_ALIMENTOS-01307,alimentos,Produto Alimentos 01307,Fornecedor_042,96,689.61,951.44,2150.96,229.59,240.76,215,5,0.977,0.417,2026-09-13
PRODUTOS_ALIMENTOS-01308,alimentos,Produto Alimentos 01308,Fornecedor_208,480,876.78,1387.81,2463.75,1372.91,1287.83,233,15,0.981,0.308,2027-03-12
PRODUTOS_ALIMENTOS-01309,alimentos,Produto Alimentos 01309,Fornecedor_084,720,877.59,1188.84,2348.12,1434.89,1517.17,1667,47,0.947,0.295,2027-04-07
PRODUTOS_ALIMENTOS-01310,alimentos,Produto Alimentos 01310,Fornecedor_070,48,823.12,1270.99,2562.36,420.25,446.4,231,7,0.93,0.228,2027-01-16
PRODUTOS_ALIMENTOS-01311,alimentos,Produto Alimentos 01311,Fornecedor_217,96,371.17,625.44,1496.7,79.3,84.19,54,23,0.971,0.269,2026-09-05
PRODUTOS_ALIMENTOS-01312,alimentos,Produto Alimentos 01312,Fornecedor_021,240,565.25,697.69,1171.33,814.46,810.6,429,77,0.922,0.193,2027-03-16
PRODUTOS_ALIMENTOS-01313,alimentos,Produto Alimentos 01313,Fornecedor_122,240,585.19,971.78,1606.41,472.65,542.56,415,60,0.988,0.132,2026-10-18
PRODUTOS_ALIMENTOS-01314,alimentos,Produto Alimentos 01314,Fornecedor_218,240,1126.05,1368.18,2447.05,1318.96,1362.01,1205,32,0.921,0.218,2026-09-02
PRODUTOS_ALIMENTOS-01315,alimentos,Produto Alimentos 01315,Fornecedor_189,12,738.53,916.29,1582.75,492.4,492.04,103,15,0.901,0.108,2027-02-01
PRODUTOS_ALIMENTOS-01316,alimentos,Produto Alimentos 01316,Fornecedor_009,24,522.82,859.06,2016.64,1190.9,1300.75,52,5,0.912,0.24,2026-11-04
PRODUTOS_ALIMENTOS-01317,alimentos,Produto Alimentos 01317,Fornecedor_010,24,819.31,1355.91,2928.74,999.92,915.31,914,44,0.99,0.192,2026-06-12
PRODUTOS_ALIMENTOS-01318,alimentos,Produto Alimentos 01318,Fornecedor_075,240,1186.0,1764.65,3983.06,290.39,272.76,1004,18,0.955,0.171,2027-01-25
PRODUTOS_ALIMENTOS-01319,alimentos,Produto Alimentos 01319,Fornecedor_058,24,99.94,148.62,254.27,694.85,790.18,131,17,0.962,0.249,2026-05-17
PRODUTOS_ALIMENTOS-01320,alimentos,Produto Alimentos 01320,Fornecedor_209,720,481.17,642.97,1112.5,710.31,725.39,627,42,0.936,0.302,2026-08-29
PRODUTOS_ALIMENTOS-01321,alimentos,Produto Alimentos 01321,Fornecedor_225,24,956.2,1545.13,3295.77,317.79,325.35,75,15,0.911,0.1,2026-06-25
PRODUTOS_ALIMENTOS-01322,alimentos,Produto Alimentos 01322,Fornecedor_112,120,1197.9,1460.67,3181.65,425.51,419.76,1186,35,0.937,0.324,2027-03-26
PRODUTOS_ALIMENTOS-01323,alimentos,Produto Alimentos 01323,Fornecedor_101,480,806.9,1226.0,2676.99,455.56,499.13,1343,9,0.917,0.204,2026-06-03
PRODUTOS_ALIMENTOS-01324,alimentos,Produto Alimentos 01324,Fornecedor_209,480,72.96,117.66,263.9,585.86,659.47,407,46,0.929,0.233,2026-12-03
PRODUTOS_ALIMENTOS-01325,alimentos,Produto Alimentos 01325,Fornecedor_225,24,795.21,1333.52,2935.35,1302.53,1228.74,256,58,0.989,0.112,2026-07-15
PRODUTOS_ALIMENTOS-01326,alimentos,Produto Alimentos 01326,Fornecedor_198,48,64.8,79.52,159.86,744.3,722.4,92,28,0.901,0.222,2026-11-01
PRODUTOS_ALIMENTOS-01327,alimentos,Produto Alimentos 01327,Fornecedor_175,720,857.97,1364.27,2589.95,6.6,6.8,413,32,0.959,0.13,2027-01-14
PRODUTOS_ALIMENTOS-01328,alimentos,Produto Alimentos 01328,Fornecedor_185,48,339.03,462.74,936.12,886.76,1027.49,222,10,0.953,0.235,2026-09-26
PRODUTOS_ALIMENTOS-01329,alimentos,Produto Alimentos 01329,Fornecedor_235,12,653.47,1023.12,1673.43,500.58,504.65,485,58,0.98,0.396,2027-02-17
PRODUTOS_ALIMENTOS-01330,alimentos,Produto Alimentos 01330,Fornecedor_066,6,288.67,382.01,791.8,675.28,659.81,117,90,0.936,0.387,2026-05-03
PRODUTOS_ALIMENTOS-01331,alimentos,Produto Alimentos 01331,Fornecedor_071,240,643.93,754.88,1782.73,675.25,678.71,48,14,0.948,0.353,2027-02-04
PRODUTOS_ALIMENTOS-01332,alimentos,Produto Alimentos 01332,Fornecedor_149,96,1128.8,1308.27,3002.26,1099.79,1223.37,1229,89,0.919,0.097,2027-04-04
PRODUTOS_ALIMENTOS-01333,alimentos,Produto Alimentos 01333,Fornecedor_004,120,669.55,1057.09,2414.6,1388.63,1392.54,181,74,0.962,0.303,2026-06-10
PRODUTOS_ALIMENTOS-01334,alimentos,Produto Alimentos 01334,Fornecedor_066,96,404.6,519.94,1031.51,151.44,175.67,173,89,0.937,0.179,2026-12-05
PRODUTOS_ALIMENTOS-01335,alimentos,Produto Alimentos 01335,Fornecedor_020,720,256.85,318.53,534.52,1397.78,1369.48,708,75,0.988,0.297,2026-07-02
PRODUTOS_ALIMENTOS-01336,alimentos,Produto Alimentos 01336,Fornecedor_087,96,1025.84,1181.59,2116.99,1168.55,1309.23,366,19,0.911,0.34,2027-01-29
PRODUTOS_ALIMENTOS-01337,alimentos,Produto Alimentos 01337,Fornecedor_049,12,566.38,689.37,1471.39,419.26,383.26,361,27,0.949,0.212,2026-09-06
PRODUTOS_ALIMENTOS-01338,alimentos,Produto Alimentos 01338,Fornecedor_134,12,874.5,1443.8,3026.6,1454.21,1617.49,166,23,0.973,0.196,2027-01-29
PRODUTOS_ALIMENTOS-01339,alimentos,Produto Alimentos 01339,Fornecedor_132,240,245.09,415.46,916.44,528.7,522.7,405,60,0.97,0.115,2026-11-23
PRODUTOS_ALIMENTOS-01340,alimentos,Produto Alimentos 01340,Fornecedor_200,12,266.65,334.53,705.85,1160.76,1284.78,116,89,0.944,0.397,2026-12-21
PRODUTOS_ALIMENTOS-01341,alimentos,Produto Alimentos 01341,Fornecedor_240,6,473.92,712.49,1253.48,65.34,66.74,363,7,0.934,0.416,2026-10-21
PRODUTOS_ALIMENTOS-01342,alimentos,Produto Alimentos 01342,Fornecedor_152,12,507.41,817.25,1941.51,1293.36,1183.05,533,76,0.912,0.34,2027-01-09
PRODUTOS_ALIMENTOS-01343,alimentos,Produto Alimentos 01343,Fornecedor_109,120,671.0,975.22,2154.52,181.83,204.58,251,44,0.926,0.263,2026-06-24
PRODUTOS_ALIMENTOS-01344,alimentos,Produto Alimentos 01344,Fornecedor_106,240,80.07,105.3,249.7,207.54,200.25,78,40,0.988,0.196,2027-01-27
PRODUTOS_ALIMENTOS-01345,alimentos,Produto Alimentos 01345,Fornecedor_223,96,446.09,635.25,1391.77,611.79,549.13,335,28,0.912,0.322,2027-01-24
PRODUTOS_ALIMENTOS-01346,alimentos,Produto Alimentos 01346,Fornecedor_055,120,729.44,1180.51,2231.19,145.0,140.16,325,20,0.952,0.142,2026-06-10
PRODUTOS_ALIMENTOS-01347,alimentos,Produto Alimentos 01347,Fornecedor_140,12,289.35,376.76,856.44,826.44,865.26,281,78,0.927,0.376,2027-02-07
PRODUTOS_ALIMENTOS-01348,alimentos,Produto Alimentos 01348,Fornecedor_190,240,794.61,957.7,1841.57,1396.35,1369.05,190,89,0.905,0.193,2026-06-05
PRODUTOS_ALIMENTOS-01349,alimentos,Produto Alimentos 01349,Fornecedor_041,120,126.76,211.64,339.31,1337.38,1206.76,207,74,0.953,0.116,2027-02-12
PRODUTOS_ALIMENTOS-01350,alimentos,Produto Alimentos 01350,Fornecedor_182,12,1075.6,1383.41,2583.17,279.73,323.44,34,65,0.911,0.154,2027-04-15
PRODUTOS_ALIMENTOS-01351,alimentos,Produto Alimentos 01351,Fornecedor_111,48,618.98,1048.73,1682.41,785.66,761.51,504,75,0.919,0.161,2027-04-07
PRODUTOS_ALIMENTOS-01352,alimentos,Produto Alimentos 01352,Fornecedor_158,240,475.3,762.27,1398.14,206.48,242.07,592,41,0.977,0.172,2026-07-03
PRODUTOS_ALIMENTOS-01353,alimentos,Produto Alimentos 01353,Fornecedor_148,48,852.68,1100.17,2292.98,4.68,4.32,764,37,0.917,0.315,2027-03-25
PRODUTOS_ALIMENTOS-01354,alimentos,Produto Alimentos 01354,Fornecedor_176,48,702.54,1181.64,2125.79,1067.32,1021.37,762,10,0.936,0.329,2026-08-20
PRODUTOS_ALIMENTOS-01355,alimentos,Produto Alimentos 01355,Fornecedor_115,6,342.71,415.34,665.49,317.28,292.57,211,18,0.913,0.196,2027-03-28
PRODUTOS_ALIMENTOS-01356,alimentos,Produto Alimentos 01356,Fornecedor_163,96,945.93,1539.83,2864.22,618.16,668.39,908,89,0.913,0.149,2026-11-16
PRODUTOS_ALIMENTOS-01357,alimentos,Produto Alimentos 01357,Fornecedor_111,96,433.52,705.97,1614.19,994.3,1026.19,447,11,0.942,0.166,2026-06-01
PRODUTOS_ALIMENTOS-01358,alimentos,Produto Alimentos 01358,Fornecedor_046,12,940.95,1513.55,3327.77,787.61,747.53,588,23,0.938,0.176,2026-05-08
PRODUTOS_ALIMENTOS-01359,alimentos,Produto Alimentos 01359,Fornecedor_071,48,575.78,903.66,1493.06,683.01,667.93,460,30,0.976,0.314,2026-11-16
PRODUTOS_ALIMENTOS-01360,alimentos,Produto Alimentos 01360,Fornecedor_142,480,334.52,473.08,922.74,202.4,225.97,393,33,0.946,0.415,2026-07-14
PRODUTOS_ALIMENTOS-01361,alimentos,Produto Alimentos 01361,Fornecedor_006,720,145.14,224.49,452.93,1035.64,1003.35,818,44,0.906,0.334,2026-06-24
PRODUTOS_ALIMENTOS-01362,alimentos,Produto Alimentos 01362,Fornecedor_136,720,300.85,392.78,882.87,1137.21,1232.57,374,85,0.9,0.249,2026-05-11
PRODUTOS_ALIMENTOS-01363,alimentos,Produto Alimentos 01363,Fornecedor_185,48,402.94,616.22,1258.99,853.01,759.54,95,18,0.969,0.329,2026-09-06
PRODUTOS_ALIMENTOS-01364,alimentos,Produto Alimentos 01364,Fornecedor_051,120,839.79,1091.37,1920.34,604.43,685.51,196,53,0.98,0.24,2026-10-14
PRODUTOS_ALIMENTOS-01365,alimentos,Produto Alimentos 01365,Fornecedor_020,48,69.28,92.48,182.84,363.65,358.81,55,76,0.909,0.086,2026-07-10
PRODUTOS_ALIMENTOS-01366,alimentos,Produto Alimentos 01366,Fornecedor_035,12,289.1,470.24,829.5,620.01,730.88,52,75,0.92,0.23,2026-08-18
PRODUTOS_ALIMENTOS-01367,alimentos,Produto Alimentos 01367,Fornecedor_229,96,273.89,329.56,594.91,1377.51,1389.43,329,80,0.919,0.383,2026-10-22
PRODUTOS_ALIMENTOS-01368,alimentos,Produto Alimentos 01368,Fornecedor_139,48,1109.43,1649.14,2761.99,377.35,401.32,90,65,0.915,0.314,2027-04-22
PRODUTOS_ALIMENTOS-01369,alimentos,Produto Alimentos 01369,Fornecedor_059,120,878.47,1457.75,2903.32,1488.4,1668.14,204,16,0.983,0.251,2026-09-20
PRODUTOS_ALIMENTOS-01370,alimentos,Produto Alimentos 01370,Fornecedor_147,24,15.11,23.16,54.38,1130.61,1188.63,1,17,0.902,0.413,2026-09-18
PRODUTOS_ALIMENTOS-01371,alimentos,Produto Alimentos 01371,Fornecedor_016,48,243.17,389.62,696.39,70.19,66.12,101,21,0.96,0.18,2026-08-24
PRODUTOS_ALIMENTOS-01372,alimentos,Produto Alimentos 01372,Fornecedor_017,96,748.1,873.27,1904.24,1086.78,1082.79,854,60,0.975,0.132,2026-07-21
PRODUTOS_ALIMENTOS-01373,alimentos,Produto Alimentos 01373,Fornecedor_055,240,576.37,665.24,1263.71,800.71,871.56,111,15,0.907,0.34,2026-11-29
PRODUTOS_ALIMENTOS-01374,alimentos,Produto Alimentos 01374,Fornecedor_239,720,143.5,183.12,412.04,401.04,417.44,693,72,0.953,0.403,2027-02-24
PRODUTOS_ALIMENTOS-01375,alimentos,Produto Alimentos 01375,Fornecedor_215,48,1181.52,1934.76,3339.24,1495.83,1562.44,919,59,0.972,0.139,2026-09-20
PRODUTOS_ALIMENTOS-01376,alimentos,Produto Alimentos 01376,Fornecedor_138,48,389.14,577.27,1351.38,1197.96,1356.48,207,42,0.942,0.208,2026-06-16
PRODUTOS_ALIMENTOS-01377,alimentos,Produto Alimentos 01377,Fornecedor_102,720,1051.55,1275.99,2750.55,1351.49,1292.87,1755,19,0.982,0.27,2027-02-22
PRODUTOS_ALIMENTOS-01378,alimentos,Produto Alimentos 01378,Fornecedor_156,24,859.25,1374.11,2256.65,271.74,310.86,246,11,0.949,0.253,2026-06-07
PRODUTOS_ALIMENTOS-01379,alimentos,Produto Alimentos 01379,Fornecedor_012,120,301.17,437.83,819.3,807.51,779.49,281,22,0.938,0.362,2026-08-14
PRODUTOS_ALIMENTOS-01380,alimentos,Produto Alimentos 01380,Fornecedor_140,480,180.56,286.1,617.69,136.35,127.2,73,59,0.907,0.325,2026-10-12
PRODUTOS_ALIMENTOS-01381,alimentos,Produto Alimentos 01381,Fornecedor_221,6,561.17,855.63,2048.55,508.18,457.16,27,90,0.973,0.315,2026-05-16
PRODUTOS_ALIMENTOS-01382,alimentos,Produto Alimentos 01382,Fornecedor_229,48,114.11,141.57,310.58,956.47,873.74,123,17,0.949,0.229,2026-11-07
PRODUTOS_ALIMENTOS-01383,alimentos,Produto Alimentos 01383,Fornecedor_204,120,82.84,124.01,294.5,41.2,38.45,80,53,0.982,0.309,2027-03-27
PRODUTOS_ALIMENTOS-01384,alimentos,Produto Alimentos 01384,Fornecedor_234,720,358.49,469.86,811.64,819.8,764.79,976,41,0.969,0.247,2026-07-17
PRODUTOS_ALIMENTOS-01385,alimentos,Produto Alimentos 01385,Fornecedor_007,480,223.23,350.43,701.25,1182.99,1160.63,41,69,0.904,0.228,2026-05-26
PRODUTOS_ALIMENTOS-01386,alimentos,Produto Alimentos 01386,Fornecedor_104,120,18.31,23.69,42.56,519.66,513.97,132,40,0.934,0.26,2026-07-02
PRODUTOS_ALIMENTOS-01387,alimentos,Produto Alimentos 01387,Fornecedor_201,6,294.43,362.76,658.6,343.7,337.95,187,44,0.952,0.359,2026-05-22
PRODUTOS_ALIMENTOS-01388,alimentos,Produto Alimentos 01388,Fornecedor_005,720,669.76,784.73,1550.49,611.58,586.94,942,84,0.97,0.201,2027-03-22
PRODUTOS_ALIMENTOS-01389,alimentos,Produto Alimentos 01389,Fornecedor_136,6,1144.43,1854.99,3748.3,190.84,173.2,250,55,0.911,0.166,2027-02-09
PRODUTOS_ALIMENTOS-01390,alimentos,Produto Alimentos 01390,Fornecedor_239,24,1099.55,1711.1,3095.87,1100.59,1286.62,1121,65,0.922,0.249,2026-08-08
PRODUTOS_ALIMENTOS-01391,alimentos,Produto Alimentos 01391,Fornecedor_159,24,463.03,727.02,1470.51,98.59,95.4,67,23,0.961,0.317,2026-07-27
PRODUTOS_ALIMENTOS-01392,alimentos,Produto Alimentos 01392,Fornecedor_034,6,633.24,952.94,2033.17,462.98,452.0,248,58,0.933,0.337,2027-01-26
PRODUTOS_ALIMENTOS-01393,alimentos,Produto Alimentos 01393,Fornecedor_162,6,525.6,634.54,1502.97,379.65,388.75,399,42,0.935,0.401,2026-10-29
PRODUTOS_ALIMENTOS-01394,alimentos,Produto Alimentos 01394,Fornecedor_048,48,1136.18,1540.11,2822.23,1310.52,1237.27,755,48,0.926,0.265,2026-05-12
PRODUTOS_ALIMENTOS-01395,alimentos,Produto Alimentos 01395,Fornecedor_236,720,807.37,1137.1,2099.3,1188.66,1355.42,1179,72,0.902,0.252,2026-08-24
PRODUTOS_ALIMENTOS-01396,alimentos,Produto Alimentos 01396,Fornecedor_213,96,880.97,1191.61,2436.69,752.7,708.86,679,22,0.963,0.238,2027-04-10
PRODUTOS_ALIMENTOS-01397,alimentos,Produto Alimentos 01397,Fornecedor_196,48,830.58,972.32,2089.97,88.64,100.82,209,32,0.974,0.151,2026-08-08
PRODUTOS_ALIMENTOS-01398,alimentos,Produto Alimentos 01398,Fornecedor_183,48,996.8,1287.61,2384.74,1064.04,1068.8,289,18,0.954,0.111,2027-01-25
PRODUTOS_ALIMENTOS-01399,alimentos,Produto Alimentos 01399,Fornecedor_051,48,567.74,927.25,1575.43,74.87,87.82,607,16,0.944,0.294,2026-07-08
